customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST12844,41,M,Metropolitan,355690,26435,467361,1.31,6,47,25,3,62672,359059,527327,26,decrease
CUST12845,36,F,Semi-Urban,247509,28034,338040,1.37,5,76,25,2,29994,416333,268978,19,stable
CUST12846,27,M,Semi-Urban,230931,21256,823946,3.57,3,84,11,4,72505,366505,700689,15,increase
CUST12847,28,F,Metropolitan,95240,60773,397393,4.17,6,94,59,3,39884,9367,140031,9,decrease
CUST12848,58,F,Metropolitan,43076,26754,184785,4.29,6,47,29,0,65394,412357,16318,36,stable
CUST12849,64,M,Urban,74033,30260,357303,4.83,6,40,40,5,99176,122669,165389,36,decrease
CUST12850,16,M,Rural,128102,46840,17611,0.14,1,57,0,2,14934,463418,945122,5,stable
CUST12851,22,M,Metropolitan,112302,84342,443564,3.95,2,91,21,3,48016,276066,588478,10,decrease
CUST12852,36,F,Rural,138492,34676,171009,1.23,6,100,43,4,50762,46779,37658,21,decrease
CUST12853,51,M,Rural,21004,13128,21826,1.04,2,16,14,2,78620,81471,247980,30,stable
CUST12854,38,F,Urban,215479,109893,1045504,4.85,2,72,44,1,55246,308500,337273,27,stable
CUST12855,37,M,Semi-Urban,186096,148320,150206,0.81,1,44,34,3,18227,13659,870397,35,decrease
CUST12856,38,F,Semi-Urban,237316,94093,90738,0.38,4,69,26,3,62091,42560,241877,23,stable
CUST12857,36,M,Urban,375730,92646,1671162,4.45,1,41,15,4,73607,175569,992302,17,stable
CUST12858,61,M,Urban,357797,265587,574649,1.61,4,83,54,1,74256,496639,782033,33,stable
CUST12859,55,F,Semi-Urban,148914,54799,178621,1.2,4,57,17,1,97345,85562,589409,30,stable
CUST12860,56,F,Metropolitan,496639,155225,447594,0.9,4,2,37,5,1723,136401,561244,2,decrease
CUST12861,24,M,Metropolitan,410531,193902,1667466,4.06,3,56,42,4,38830,277396,852774,16,decrease
CUST12862,20,F,Urban,360117,188383,269190,0.75,6,64,51,5,86321,227784,158253,33,stable
CUST12863,43,F,Semi-Urban,37364,20368,2261,0.06,3,18,12,3,32245,319771,223224,17,stable
CUST12864,32,F,Metropolitan,20712,9198,51538,2.49,2,57,59,3,29990,478354,755461,23,decrease
CUST12865,46,F,Urban,187728,75108,129711,0.69,4,44,25,2,95392,347287,676451,21,stable
CUST12866,29,M,Rural,138907,53398,165562,1.19,3,49,31,3,48201,111477,874058,29,decrease
CUST12867,39,M,Metropolitan,455248,226281,1538550,3.38,4,53,19,3,12691,133192,899643,25,decrease
CUST12868,39,M,Metropolitan,81802,39130,132006,1.61,3,95,46,1,77988,395427,455172,18,stable
CUST12869,60,F,Urban,35485,14117,35022,0.99,5,58,10,3,87246,174869,630035,23,stable
CUST12870,40,M,Rural,103308,24165,153662,1.49,1,11,51,1,60837,103224,157445,29,stable
CUST12871,42,F,Rural,18994,4164,80296,4.23,3,71,40,0,22413,129835,429689,18,stable
CUST12872,48,M,Metropolitan,372356,120173,458742,1.23,4,16,29,2,39012,462155,801878,32,stable
CUST12873,39,M,Semi-Urban,41758,2676,42904,1.03,4,31,22,5,35747,328872,433154,14,decrease
CUST12874,45,M,Urban,125827,69822,72454,0.58,6,24,22,2,23774,166902,150828,16,stable
CUST12875,24,M,Semi-Urban,140912,43587,336913,2.39,1,68,32,2,6834,293180,746341,25,stable
CUST12876,46,M,Urban,14492,905,69782,4.81,4,46,14,3,22295,331888,777903,25,stable
CUST12877,30,F,Rural,175594,130023,141007,0.8,6,17,17,5,27343,402318,634470,34,stable
CUST12878,24,F,Semi-Urban,18631,1789,52339,2.81,2,68,28,3,30948,86681,161948,16,decrease
CUST12879,51,M,Semi-Urban,118556,84284,445940,3.76,2,6,13,3,75663,352526,608439,6,stable
CUST12880,55,M,Urban,171888,88236,404665,2.35,3,69,0,2,1925,361993,197406,4,stable
CUST12881,26,M,Rural,28350,10820,129961,4.58,2,40,32,1,10629,468121,730711,24,stable
CUST12882,37,F,Rural,107821,37136,47801,0.44,3,79,44,5,90970,491736,720239,24,stable
CUST12883,46,M,Rural,72346,38381,221397,3.06,3,10,21,3,96686,289103,699644,10,decrease
CUST12884,20,F,Rural,146672,104508,158146,1.08,6,18,58,1,52511,343252,833838,5,stable
CUST12885,54,M,Semi-Urban,229059,89978,1048684,4.58,3,12,38,3,3897,289922,713632,21,decrease
CUST12886,49,M,Metropolitan,454898,13162,329663,0.72,3,96,34,2,34385,424837,457702,33,increase
CUST12887,35,M,Urban,333670,169861,326103,0.98,2,8,45,0,20889,226064,861166,10,stable
CUST12888,40,M,Rural,93007,28759,202582,2.18,6,38,58,2,82770,450881,959443,10,stable
CUST12889,46,M,Rural,103514,41432,237181,2.29,2,51,49,5,20256,112180,309532,2,decrease
CUST12890,34,M,Urban,78317,57827,389834,4.98,4,27,38,0,56503,377501,986815,1,stable
CUST12891,28,M,Rural,100039,17149,273142,2.73,1,54,18,0,41929,97859,494455,35,stable
CUST12892,43,M,Rural,60849,18224,252687,4.15,6,94,37,0,9584,63754,975042,25,increase
CUST12893,23,M,Urban,344369,34341,26489,0.08,6,58,36,2,73574,435357,634915,15,stable
CUST12894,29,F,Rural,55051,7706,44707,0.81,2,82,39,5,97977,260500,472121,20,decrease
CUST12895,44,F,Urban,111712,12263,269372,2.41,3,26,3,3,72542,307454,432674,16,stable
CUST12896,48,M,Rural,184890,29200,247507,1.34,5,97,55,0,78991,246507,813735,7,increase
CUST12897,43,F,Semi-Urban,10704,3755,14122,1.32,4,56,41,2,5318,490308,862883,4,stable
CUST12898,42,F,Semi-Urban,28360,11255,111249,3.92,6,84,55,5,3586,475721,746916,8,decrease
CUST12899,38,M,Metropolitan,141113,57969,559693,3.97,3,100,27,1,55117,331350,68059,16,stable
CUST12900,50,M,Rural,11636,2466,53694,4.61,3,73,42,5,42584,323026,851661,20,decrease
CUST12901,60,M,Urban,256587,180573,643430,2.51,4,56,39,1,51261,428556,91911,2,stable
CUST12902,52,M,Semi-Urban,99561,12257,50880,0.51,3,66,45,1,75587,75379,716980,7,stable
CUST12903,59,F,Metropolitan,455676,50845,1835417,4.03,2,58,15,5,94431,432383,661629,12,stable
CUST12904,45,M,Metropolitan,74447,53175,13749,0.18,6,64,16,4,39847,217679,553764,26,stable
CUST12905,24,M,Semi-Urban,40830,30452,57822,1.42,6,98,32,3,26844,293291,538553,23,decrease
CUST12906,56,F,Metropolitan,240266,1716,481915,2.01,1,55,52,3,11737,108075,611478,36,decrease
CUST12907,33,M,Semi-Urban,54273,17064,226726,4.18,4,92,7,2,33322,467214,680669,5,stable
CUST12908,27,M,Rural,42323,14113,175178,4.14,4,70,34,2,97226,158420,570385,20,stable
CUST12909,41,F,Rural,101425,4793,271139,2.67,2,15,47,4,98547,247188,468332,0,decrease
CUST12910,58,M,Semi-Urban,93570,6013,10348,0.11,2,34,8,3,83592,154188,885670,2,stable
CUST12911,41,M,Metropolitan,383746,14750,999100,2.6,5,45,46,0,50703,350185,650784,25,stable
CUST12912,31,M,Semi-Urban,138092,71651,663445,4.8,3,66,14,3,34847,265019,850093,32,stable
CUST12913,56,M,Urban,150935,108062,261853,1.73,6,2,19,4,38570,59972,799441,25,decrease
CUST12914,30,F,Rural,72325,2471,342652,4.74,1,95,51,1,99304,242522,362363,14,increase
CUST12915,42,M,Urban,168165,73683,19584,0.12,1,34,28,2,81941,478748,388045,21,stable
CUST12916,28,F,Semi-Urban,248755,41556,568138,2.28,6,50,45,2,51080,448390,518931,34,stable
CUST12917,29,F,Semi-Urban,244262,68314,89956,0.37,5,15,49,5,89714,291788,937046,29,stable
CUST12918,24,F,Rural,144428,49062,171875,1.19,6,75,32,0,13293,381462,964602,24,stable
CUST12919,58,M,Metropolitan,98855,35362,409407,4.14,1,72,28,3,1380,79522,41288,3,decrease
CUST12920,19,F,Rural,193376,137755,255277,1.32,4,6,36,0,13054,374890,222240,26,stable
CUST12921,35,M,Rural,171969,31024,430695,2.5,4,63,31,5,97900,361524,637749,21,decrease
CUST12922,29,M,Rural,131691,58161,213953,1.62,1,36,21,3,6223,372401,515101,34,decrease
CUST12923,46,M,Urban,91286,58535,334506,3.66,5,33,4,1,74658,478061,141797,3,stable
CUST12924,58,M,Metropolitan,419563,23267,409541,0.98,2,75,57,0,69207,24274,17747,30,stable
CUST12925,23,M,Urban,119395,57783,350274,2.93,4,53,28,1,35774,187595,984712,12,stable
CUST12926,57,F,Metropolitan,123733,91350,616257,4.98,6,34,29,3,7474,140129,757565,23,decrease
CUST12927,34,F,Semi-Urban,135225,17901,273203,2.02,6,98,7,2,75951,129921,673688,22,increase
CUST12928,41,M,Semi-Urban,246933,38413,774603,3.14,5,38,35,0,46517,418804,282054,0,stable
CUST12929,37,F,Rural,78465,52337,247286,3.15,2,58,49,2,67286,202929,278531,13,stable
CUST12930,26,M,Semi-Urban,69877,26359,230269,3.3,6,26,46,0,55067,294079,208808,30,stable
CUST12931,42,F,Urban,128602,77601,293131,2.28,3,26,53,3,25900,109459,228312,7,decrease
CUST12932,30,F,Semi-Urban,135656,2299,265664,1.96,4,56,0,1,29750,477729,646830,3,stable
CUST12933,35,F,Metropolitan,476116,183438,901047,1.89,2,83,3,5,64909,458452,169512,20,stable
CUST12934,57,F,Urban,42007,8857,192813,4.59,4,73,41,1,15759,63354,273145,28,stable
CUST12935,49,M,Semi-Urban,33361,7708,27793,0.83,4,22,16,4,59346,192674,67207,28,decrease
CUST12936,56,F,Metropolitan,186034,40571,161045,0.87,2,48,49,5,87671,153046,80300,30,decrease
CUST12937,39,M,Semi-Urban,59586,34806,59811,1.0,6,16,1,5,42478,461125,636711,23,stable
CUST12938,36,F,Metropolitan,293896,67064,408995,1.39,2,50,6,0,52790,397947,287680,21,stable
CUST12939,40,M,Urban,204640,52852,518356,2.53,3,55,36,4,36181,205677,567480,27,decrease
CUST12940,45,F,Urban,117928,47619,441483,3.74,3,6,51,5,41525,82807,466893,21,decrease
CUST12941,50,M,Semi-Urban,9123,7041,4773,0.52,2,4,54,5,84084,26413,618990,21,stable
CUST12942,57,M,Semi-Urban,96185,24218,458062,4.76,4,12,5,4,45784,441336,164776,3,stable
CUST12943,26,M,Urban,38682,26687,102331,2.65,6,67,45,1,26823,297142,425435,24,stable
CUST12944,43,F,Rural,11405,6412,16408,1.44,4,71,7,3,10837,485762,677899,17,stable
CUST12945,30,M,Metropolitan,173307,86740,651420,3.76,2,74,47,5,33516,325931,343792,34,decrease
CUST12946,34,M,Semi-Urban,151299,51240,472666,3.12,4,70,39,1,93015,177560,977019,11,stable
CUST12947,40,M,Semi-Urban,102292,12868,330668,3.23,2,36,15,0,37126,25074,637516,9,stable
CUST12948,21,M,Semi-Urban,11923,2635,21519,1.8,2,81,2,2,13723,381932,426006,25,increase
CUST12949,64,M,Urban,145994,112412,663934,4.55,1,65,25,3,7349,316243,308990,19,decrease
CUST12950,42,F,Semi-Urban,89435,46867,202177,2.26,6,68,33,4,21590,418593,374264,15,decrease
CUST12951,18,M,Semi-Urban,43759,13754,217960,4.98,4,62,18,1,54738,91192,349818,33,stable
CUST12952,47,M,Semi-Urban,21192,16206,84873,4.0,3,43,15,5,10430,207240,533842,5,stable
CUST12953,46,F,Urban,277462,192567,883825,3.19,1,23,54,2,30363,373366,612989,3,stable
CUST12954,57,M,Rural,121271,13784,493252,4.07,2,100,49,1,43988,8907,181827,11,increase
CUST12955,26,F,Semi-Urban,215236,132881,825574,3.84,1,64,28,2,8629,450343,155314,19,stable
CUST12956,39,M,Urban,139502,110394,14293,0.1,1,11,5,2,34597,4318,379187,19,stable
CUST12957,53,F,Rural,52197,1121,221546,4.24,6,24,60,3,59495,209744,914272,36,decrease
CUST12958,57,M,Metropolitan,248237,85213,353085,1.42,2,88,2,5,76871,484369,814937,20,stable
CUST12959,54,M,Metropolitan,124804,55377,557552,4.47,2,97,53,1,81762,272083,833769,2,stable
CUST12960,28,M,Urban,114917,6786,535884,4.66,2,11,58,3,24168,226731,765445,8,decrease
CUST12961,31,M,Semi-Urban,103397,21537,281003,2.72,4,31,42,1,32761,434126,847105,28,stable
CUST12962,39,M,Semi-Urban,15517,3819,68255,4.4,1,67,0,5,60900,217703,935297,6,stable
CUST12963,55,M,Semi-Urban,130667,95460,208535,1.6,1,78,24,0,33229,458041,591771,11,stable
CUST12964,33,M,Semi-Urban,245528,131850,257357,1.05,4,92,1,3,68036,419531,691376,9,stable
CUST12965,49,M,Rural,175086,96743,144618,0.83,1,9,56,5,61756,215769,560081,33,decrease
CUST12966,42,M,Metropolitan,79971,53008,307537,3.85,4,84,21,3,3682,196197,901224,35,decrease
CUST12967,27,M,Rural,22618,1606,92279,4.08,3,87,57,4,8680,251866,308991,6,decrease
CUST12968,23,M,Semi-Urban,168463,74521,180880,1.07,3,77,54,5,70182,390649,780910,34,decrease
CUST12969,55,F,Rural,87786,10715,367251,4.18,5,57,27,5,90687,270427,98602,25,decrease
CUST12970,40,F,Rural,194861,60286,520594,2.67,5,6,40,4,6004,279511,44005,7,decrease
CUST12971,37,M,Semi-Urban,151638,106059,120680,0.8,4,22,49,4,36120,27424,113363,8,stable
CUST12972,58,M,Semi-Urban,231801,62383,956224,4.13,1,31,16,5,78186,7309,391113,20,decrease
CUST12973,20,M,Semi-Urban,183203,52160,360041,1.97,1,85,46,3,65118,416505,253402,3,decrease
CUST12974,51,M,Rural,19207,13586,76789,4.0,3,17,38,1,50189,42116,90726,36,stable
CUST12975,61,M,Urban,343209,10195,254925,0.74,2,36,45,3,38312,376637,273236,32,stable
CUST12976,48,F,Semi-Urban,89011,25911,136153,1.53,2,56,33,2,22103,470470,952253,27,stable
CUST12977,46,F,Rural,32270,25133,142862,4.43,1,33,56,4,18307,263420,606723,13,decrease
CUST12978,37,F,Urban,378835,51074,1724661,4.55,3,26,29,5,75276,210272,670291,34,decrease
CUST12979,39,M,Metropolitan,369347,24294,1504415,4.07,2,44,54,4,26576,241783,656370,16,decrease
CUST12980,37,M,Metropolitan,297776,9064,1295475,4.35,4,50,44,5,36818,157831,76888,17,decrease
CUST12981,63,F,Urban,280786,151931,1017178,3.62,2,15,54,5,31418,412707,631001,35,decrease
CUST12982,43,F,Metropolitan,409588,302572,1843422,4.5,1,94,16,4,12440,449658,736871,12,decrease
CUST12983,30,F,Urban,350135,140689,1285470,3.67,2,21,13,5,33900,278666,556211,8,stable
CUST12984,21,M,Semi-Urban,96607,11643,401975,4.16,6,51,13,5,35382,26931,398192,13,stable
CUST12985,48,M,Semi-Urban,206622,138745,229822,1.11,1,71,54,0,99188,43503,262469,25,stable
CUST12986,44,M,Metropolitan,430442,271052,247993,0.58,5,9,57,0,95391,154289,225505,10,stable
CUST12987,21,F,Rural,44499,11535,217418,4.89,6,96,32,4,54416,476347,889678,33,decrease
CUST12988,36,M,Metropolitan,481098,233324,1529456,3.18,1,95,35,2,24751,478109,54029,14,stable
CUST12989,47,M,Metropolitan,214573,120725,1013490,4.72,6,37,5,4,65936,491227,341190,23,stable
CUST12990,64,M,Urban,183490,9230,189939,1.04,4,13,10,0,91115,35634,776680,1,stable
CUST12991,21,M,Urban,135951,94310,605684,4.46,5,75,10,4,14922,282553,913538,3,stable
CUST12992,15,M,Rural,151074,113067,151266,1.0,4,51,12,5,88158,38968,568090,9,stable
CUST12993,51,M,Rural,153423,35471,407108,2.65,5,63,7,2,59140,469964,667548,4,stable
CUST12994,50,F,Semi-Urban,191055,57769,739099,3.87,6,79,52,2,63425,153530,104924,4,stable
CUST12995,24,M,Semi-Urban,184588,124350,746625,4.04,2,92,57,3,83952,457474,405112,5,decrease
CUST12996,18,F,Semi-Urban,130066,69479,435137,3.35,1,56,35,3,79140,295932,941303,8,decrease
CUST12997,55,M,Metropolitan,425472,52784,782550,1.84,2,7,14,1,55849,138326,625011,36,stable
CUST12998,32,F,Metropolitan,435403,302263,1209681,2.78,2,57,52,5,90289,386267,301497,11,decrease
CUST12999,27,M,Urban,248845,68045,60736,0.24,1,58,26,1,19655,101833,265251,36,stable
CUST13000,18,M,Semi-Urban,175517,29748,505373,2.88,2,63,17,1,41734,313929,423893,3,stable
CUST13001,30,F,Metropolitan,489905,278908,966367,1.97,6,28,38,4,75698,237974,86510,35,decrease
CUST13002,51,M,Rural,43020,6789,57235,1.33,2,69,27,3,75936,482701,455087,35,decrease
CUST13003,42,M,Metropolitan,184437,448,11915,0.06,6,5,13,2,64080,129567,887026,23,stable
CUST13004,59,M,Metropolitan,171482,60367,181143,1.06,4,73,17,3,56213,261615,148344,36,decrease
CUST13005,38,M,Urban,168004,18962,380474,2.26,2,21,58,3,80717,481370,807267,35,decrease
CUST13006,24,M,Urban,91318,65917,264921,2.9,1,71,32,0,93277,285387,200250,14,stable
CUST13007,54,M,Semi-Urban,103339,53563,17432,0.17,4,48,0,5,93966,495654,372567,29,stable
CUST13008,40,M,Metropolitan,491252,833,553394,1.13,6,59,41,3,44627,128303,294728,3,decrease
CUST13009,47,M,Metropolitan,37331,17961,56876,1.52,5,16,20,2,67746,126780,682630,34,stable
CUST13010,39,F,Urban,172786,73581,161415,0.93,2,0,58,0,19076,403609,80179,6,stable
CUST13011,57,M,Semi-Urban,154010,92167,182677,1.19,2,32,42,3,40263,460662,619138,1,decrease
CUST13012,63,M,Urban,307454,121752,1334979,4.34,3,40,50,3,54609,145048,819009,7,decrease
CUST13013,56,F,Semi-Urban,233214,18310,63239,0.27,5,53,7,0,47699,150061,283759,25,stable
CUST13014,55,M,Semi-Urban,36238,19103,115465,3.19,4,26,12,3,32777,498488,989085,12,stable
CUST13015,34,M,Rural,145695,96655,170329,1.17,5,58,29,5,68245,120102,44860,29,decrease
CUST13016,39,F,Rural,85273,40931,114824,1.35,2,63,22,3,36938,99072,113616,4,decrease
CUST13017,46,M,Urban,347350,109623,1575121,4.53,5,18,37,3,79581,344872,258580,18,decrease
CUST13018,21,F,Semi-Urban,85508,4264,9444,0.11,5,27,16,0,77369,193946,790954,0,stable
CUST13019,47,F,Metropolitan,427706,140964,565807,1.32,2,33,0,2,34423,280279,901284,17,stable
CUST13020,24,M,Urban,365768,57768,591313,1.62,3,62,44,2,29702,497937,742632,31,stable
CUST13021,15,F,Rural,119285,78345,578968,4.85,4,54,15,3,86419,274557,378438,26,stable
CUST13022,43,F,Semi-Urban,181913,67545,407653,2.24,4,99,51,0,65431,111270,651949,36,stable
CUST13023,57,F,Metropolitan,169504,36589,589694,3.48,3,68,32,3,40034,120652,488934,25,decrease
CUST13024,48,F,Rural,157237,83941,406234,2.58,6,37,54,1,47752,22077,197761,16,stable
CUST13025,58,F,Urban,154661,35725,600779,3.88,1,12,41,1,63510,56879,609190,26,stable
CUST13026,32,F,Semi-Urban,218189,164610,620634,2.84,5,40,39,5,12804,436609,827446,10,decrease
CUST13027,62,M,Urban,250151,8926,130704,0.52,5,36,53,5,54287,259743,707575,5,stable
CUST13028,42,M,Metropolitan,384146,39626,1133255,2.95,5,81,58,2,41279,411078,922676,24,increase
CUST13029,46,M,Semi-Urban,44073,5498,132795,3.01,6,63,42,2,88170,432318,94276,18,stable
CUST13030,32,F,Semi-Urban,154594,4297,403789,2.61,5,68,18,5,11486,388601,665579,11,decrease
CUST13031,61,M,Urban,69582,39659,231039,3.32,5,54,35,5,31762,494173,119191,30,decrease
CUST13032,53,M,Metropolitan,203143,115201,769288,3.79,6,1,25,1,87006,50389,855495,17,stable
CUST13033,46,M,Urban,128565,87978,1065,0.01,5,0,56,2,32397,18950,536017,6,stable
CUST13034,27,F,Metropolitan,253084,164858,909746,3.59,3,46,39,5,29342,17746,458569,27,decrease
CUST13035,45,M,Metropolitan,244880,11424,212381,0.87,2,11,56,3,90392,323480,296909,13,decrease
CUST13036,21,M,Metropolitan,420838,236835,1571110,3.73,2,10,52,1,822,376833,247827,36,stable
CUST13037,37,F,Semi-Urban,164049,18109,454255,2.77,6,37,48,3,23697,53113,224886,29,decrease
CUST13038,40,M,Rural,40357,9936,102123,2.53,6,27,24,3,56891,50251,654814,5,decrease
CUST13039,57,M,Semi-Urban,13427,10082,13228,0.99,6,5,49,1,83005,332745,97513,36,stable
CUST13040,58,M,Urban,44667,19333,160339,3.59,5,73,23,3,41977,357793,519541,11,decrease
CUST13041,44,F,Rural,183715,128080,500165,2.72,2,65,13,2,34297,482455,96592,33,stable
CUST13042,26,M,Urban,290457,146999,1007439,3.47,3,25,47,0,58987,229422,310771,33,stable
CUST13043,47,M,Urban,33275,3956,166358,5.0,2,7,8,1,29832,461286,154595,4,stable
CUST13044,28,F,Rural,143365,102801,79481,0.55,5,44,45,4,69142,169317,577822,11,stable
CUST13045,37,M,Metropolitan,324345,662,1470051,4.53,3,60,17,5,51304,202041,249257,15,decrease
CUST13046,32,F,Metropolitan,417591,60821,1982259,4.75,6,87,28,5,12343,193002,892658,19,decrease
CUST13047,30,M,Semi-Urban,139524,16229,358904,2.57,4,29,0,3,5086,105102,842210,4,stable
CUST13048,33,M,Semi-Urban,218309,74172,1073353,4.92,5,68,53,3,41412,473995,544511,36,decrease
CUST13049,40,M,Metropolitan,66570,52999,297471,4.47,3,82,24,2,84411,165814,731984,24,stable
CUST13050,54,M,Urban,159083,77268,703551,4.42,5,96,25,5,11637,122572,294512,9,decrease
CUST13051,53,M,Rural,139419,95781,380017,2.73,5,33,10,2,9094,287216,911902,10,stable
CUST13052,22,M,Metropolitan,249122,161965,1153644,4.63,1,24,55,1,40981,378109,56153,35,stable
CUST13053,25,F,Urban,323887,21562,803404,2.48,4,1,12,1,16966,12090,679560,31,stable
CUST13054,51,F,Rural,154859,101788,510246,3.29,5,41,10,3,95089,420403,573683,26,stable
CUST13055,47,M,Metropolitan,138549,3702,127232,0.92,2,98,59,3,30083,410718,15113,11,decrease
CUST13056,37,M,Metropolitan,131644,100208,207505,1.58,2,85,53,3,84264,364450,72412,25,decrease
CUST13057,48,F,Rural,116820,91055,403778,3.46,3,99,60,5,62959,376122,606023,34,decrease
CUST13058,56,M,Rural,105344,69380,210539,2.0,2,70,27,0,70281,419172,561854,34,stable
CUST13059,39,F,Rural,146233,80901,634533,4.34,5,94,23,5,31524,54114,308753,14,decrease
CUST13060,63,M,Urban,265241,94583,1298273,4.89,5,60,17,0,44673,334110,683055,20,stable
CUST13061,35,F,Semi-Urban,155436,83464,55973,0.36,4,37,15,2,65364,84505,589001,34,stable
CUST13062,64,M,Urban,272809,93167,1284323,4.71,3,25,47,0,80054,399250,901020,22,stable
CUST13063,21,M,Metropolitan,86045,27365,177115,2.06,4,79,52,5,88837,211654,758102,8,decrease
CUST13064,43,M,Semi-Urban,148782,113874,393946,2.65,1,76,20,1,58267,347262,748503,32,stable
CUST13065,29,F,Rural,38336,11507,133126,3.47,6,49,15,1,64216,181042,43554,36,stable
CUST13066,19,M,Rural,96705,5238,458262,4.74,1,6,36,2,88702,325207,250733,17,stable
CUST13067,36,F,Metropolitan,470660,94833,1338288,2.84,3,73,19,4,39630,290442,308761,13,decrease
CUST13068,64,M,Urban,172159,104702,658095,3.82,1,29,14,0,41013,370911,614064,15,stable
CUST13069,39,M,Metropolitan,180682,46117,314247,1.74,2,23,30,2,8188,471444,458333,6,stable
CUST13070,22,M,Urban,92969,69202,270476,2.91,3,52,0,5,58108,469640,538852,0,stable
CUST13071,28,M,Metropolitan,167213,103515,354512,2.12,5,56,20,3,42833,142880,284268,30,decrease
CUST13072,31,M,Urban,220933,74042,192557,0.87,3,96,53,5,66821,104339,998789,32,decrease
CUST13073,49,F,Metropolitan,489292,316272,2242073,4.58,5,26,47,5,87965,118066,252544,17,decrease
CUST13074,50,M,Metropolitan,79502,620,187455,2.36,2,42,0,4,94800,93348,554325,30,stable
CUST13075,57,M,Urban,183333,69844,20949,0.11,3,44,34,3,3420,323351,133069,16,stable
CUST13076,56,M,Metropolitan,398916,163633,1938939,4.86,2,92,36,2,60043,101541,610377,5,stable
CUST13077,40,M,Rural,126815,37613,600191,4.73,4,93,1,0,445,365244,291247,5,increase
CUST13078,20,F,Urban,24441,19542,37493,1.53,5,7,54,2,41175,468661,409628,11,stable
CUST13079,19,M,Rural,147094,35949,292356,1.99,3,1,35,0,46202,227783,830510,29,stable
CUST13080,28,F,Rural,142914,3094,385044,2.69,4,71,40,2,91272,45841,707492,30,stable
CUST13081,23,M,Rural,39732,21089,70736,1.78,5,86,43,4,25123,224481,225881,29,decrease
CUST13082,56,M,Metropolitan,263735,112794,1159376,4.4,4,72,17,5,39261,77303,228875,14,decrease
CUST13083,56,F,Metropolitan,295459,145646,205785,0.7,1,5,34,4,38147,166757,727738,2,stable
CUST13084,29,M,Metropolitan,493802,118529,438290,0.89,1,70,9,1,1348,256103,29590,9,stable
CUST13085,38,M,Rural,182157,84459,250473,1.38,6,47,26,0,78009,121254,650515,36,stable
CUST13086,19,F,Rural,194157,69415,467372,2.41,6,40,7,5,74159,122796,486771,5,stable
CUST13087,29,F,Rural,138130,32345,503056,3.64,3,30,13,3,84640,492033,663846,36,stable
CUST13088,45,M,Urban,100787,2266,279052,2.77,4,87,50,2,50727,103952,710710,22,increase
CUST13089,53,F,Rural,40939,11491,19050,0.47,5,29,6,5,55103,185133,63814,1,stable
CUST13090,57,F,Semi-Urban,200890,124021,315327,1.57,6,41,28,5,67466,468806,173986,29,decrease
CUST13091,58,M,Metropolitan,148638,38133,428631,2.88,5,74,47,2,921,452559,347137,8,stable
CUST13092,27,F,Urban,21579,10375,50981,2.36,3,92,31,3,27820,380660,573669,21,decrease
CUST13093,21,M,Metropolitan,420408,55524,174110,0.41,6,32,5,2,90158,230229,149921,9,stable
CUST13094,47,F,Urban,139449,56153,99665,0.71,6,89,46,0,97874,320666,678986,17,stable
CUST13095,18,F,Rural,168926,52100,711855,4.21,3,13,10,4,58087,317715,557456,20,stable
CUST13096,45,M,Metropolitan,401139,145508,1258079,3.14,4,35,1,4,96175,224365,358559,26,stable
CUST13097,26,M,Semi-Urban,112951,7276,423422,3.75,5,56,12,4,50008,459652,159997,8,stable
CUST13098,39,M,Metropolitan,122524,64735,57223,0.47,3,2,22,2,31497,135251,989941,20,stable
CUST13099,38,M,Urban,117853,77121,175839,1.49,2,36,44,3,81831,125659,173095,17,decrease
CUST13100,34,M,Semi-Urban,86122,38894,97907,1.14,3,76,19,0,31346,287491,524590,25,stable
CUST13101,54,F,Semi-Urban,189312,65419,174121,0.92,5,79,58,1,7464,468631,775988,3,stable
CUST13102,25,M,Semi-Urban,211386,69967,344048,1.63,3,8,40,0,25224,238255,688253,35,stable
CUST13103,28,M,Semi-Urban,55280,28598,187500,3.39,3,97,34,5,92738,88175,973825,5,decrease
CUST13104,35,M,Urban,194935,86524,458700,2.35,4,17,52,4,50135,294912,37119,28,decrease
CUST13105,41,F,Rural,84615,28873,384663,4.55,5,8,35,2,97298,443791,964120,26,stable
CUST13106,53,F,Urban,344410,116906,1903,0.01,4,40,10,4,3280,129962,856294,11,stable
CUST13107,23,F,Rural,98146,5846,455990,4.65,4,38,8,1,28888,70360,952345,14,stable
CUST13108,57,M,Metropolitan,44803,31922,141826,3.17,2,8,49,0,98050,7991,274133,15,stable
CUST13109,52,F,Semi-Urban,229072,163780,469437,2.05,6,15,54,4,15210,100425,979225,13,decrease
CUST13110,52,M,Urban,97974,31336,240492,2.45,1,27,21,1,73678,169104,923665,8,stable
CUST13111,32,M,Urban,325220,2125,857960,2.64,2,90,33,4,55204,192175,985244,6,decrease
CUST13112,54,M,Urban,200167,114034,708790,3.54,1,84,40,3,26002,176276,952330,17,decrease
CUST13113,59,F,Metropolitan,172656,134756,248637,1.44,5,47,15,0,7783,29034,25135,6,stable
